Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Acinetobacter baumannii,2013,Colistin,Polymyxins,0,0,0,0,,NO
Acinetobacter baumannii,2013,Piperacillin tazobactam,Penicillins,59,22,1,82,71.95,YES
Acinetobacter baumannii,2013,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Acinetobacter baumannii,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2014,Ceftriaxone,Cephalosporins,75,13,10,98,76.53,YES
Acinetobacter baumannii,2014,Meropenem,Carbapenems,107,42,2,151,70.86,YES
Acinetobacter baumannii,2014,Levofloxacin,Fluoroquinolones,104,37,10,151,68.87,YES
Acinetobacter baumannii,2014,Amikacin,Aminoglycosides,88,56,7,151,58.28,YES
Acinetobacter baumannii,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2014,Colistin,Polymyxins,3,0,50,53,5.66,YES
Acinetobacter baumannii,2014,Piperacillin tazobactam,Penicillins,109,35,7,151,72.19,YES
Acinetobacter baumannii,2014,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Acinetobacter baumannii,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2015,Ceftriaxone,Cephalosporins,54,24,11,89,60.67,YES
Acinetobacter baumannii,2015,Meropenem,Carbapenems,76,38,1,115,66.09,YES
Acinetobacter baumannii,2015,Levofloxacin,Fluoroquinolones,66,39,10,115,57.39,YES
Acinetobacter baumannii,2015,Amikacin,Aminoglycosides,56,55,4,115,48.7,YES
Acinetobacter baumannii,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2015,Colistin,Polymyxins,2,0,25,27,7.41,YES
Acinetobacter baumannii,2015,Piperacillin tazobactam,Penicillins,78,35,2,115,67.83,YES
Acinetobacter baumannii,2015,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Acinetobacter baumannii,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2016,Ceftriaxone,Cephalosporins,54,28,37,119,45.38,YES
Acinetobacter baumannii,2016,Meropenem,Carbapenems,80,38,1,119,67.23,YES
Acinetobacter baumannii,2016,Levofloxacin,Fluoroquinolones,66,38,15,119,55.46,YES
Acinetobacter baumannii,2016,Amikacin,Aminoglycosides,49,62,8,119,41.18,YES
Acinetobacter baumannii,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2016,Colistin,Polymyxins,0,0,32,32,0.0,YES
Acinetobacter baumannii,2016,Piperacillin tazobactam,Penicillins,80,35,4,119,67.23,YES
Acinetobacter baumannii,2016,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Acinetobacter baumannii,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2017,Ceftriaxone,Cephalosporins,45,16,9,70,64.29,YES
Acinetobacter baumannii,2017,Meropenem,Carbapenems,49,21,0,70,70.0,YES
Acinetobacter baumannii,2017,Levofloxacin,Fluoroquinolones,47,22,1,70,67.14,YES
Acinetobacter baumannii,2017,Amikacin,Aminoglycosides,30,35,5,70,42.86,YES
Acinetobacter baumannii,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2017,Colistin,Polymyxins,0,0,0,0,,NO
Acinetobacter baumannii,2017,Piperacillin tazobactam,Penicillins,48,22,0,70,68.57,YES
Acinetobacter baumannii,2017,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Acinetobacter baumannii,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2018,Meropenem,Carbapenems,119,55,0,174,68.39,YES
Acinetobacter baumannii,2018,Levofloxacin,Fluoroquinolones,109,57,8,174,62.64,YES
Acinetobacter baumannii,2018,Amikacin,Aminoglycosides,96,71,7,174,55.17,YES
Acinetobacter baumannii,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2018,Colistin,Polymyxins,4,0,170,174,2.3,YES
Acinetobacter baumannii,2018,Piperacillin tazobactam,Penicillins,125,49,0,174,71.84,YES
Acinetobacter baumannii,2018,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2018,Trimethoprim sulfa,Trimethoprim,107,67,0,174,61.49,YES
Acinetobacter baumannii,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2019,Meropenem,Carbapenems,259,93,4,356,72.75,YES
Acinetobacter baumannii,2019,Levofloxacin,Fluoroquinolones,231,101,24,356,64.89,YES
Acinetobacter baumannii,2019,Amikacin,Aminoglycosides,221,124,11,356,62.08,YES
Acinetobacter baumannii,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2019,Colistin,Polymyxins,9,0,347,356,2.53,YES
Acinetobacter baumannii,2019,Piperacillin tazobactam,Penicillins,272,77,7,356,76.4,YES
Acinetobacter baumannii,2019,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2019,Trimethoprim sulfa,Trimethoprim,218,138,0,356,61.24,YES
Acinetobacter baumannii,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2020,Meropenem,Carbapenems,234,111,1,346,67.63,YES
Acinetobacter baumannii,2020,Levofloxacin,Fluoroquinolones,222,107,17,346,64.16,YES
Acinetobacter baumannii,2020,Amikacin,Aminoglycosides,192,149,5,346,55.49,YES
Acinetobacter baumannii,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2020,Colistin,Polymyxins,17,0,329,346,4.91,YES
Acinetobacter baumannii,2020,Piperacillin tazobactam,Penicillins,236,99,11,346,68.21,YES
Acinetobacter baumannii,2020,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2020,Trimethoprim sulfa,Trimethoprim,197,149,0,346,56.94,YES
Acinetobacter baumannii,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2021,Meropenem,Carbapenems,243,106,6,355,68.45,YES
Acinetobacter baumannii,2021,Levofloxacin,Fluoroquinolones,224,112,19,355,63.1,YES
Acinetobacter baumannii,2021,Amikacin,Aminoglycosides,200,143,12,355,56.34,YES
Acinetobacter baumannii,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2021,Colistin,Polymyxins,11,0,344,355,3.1,YES
Acinetobacter baumannii,2021,Piperacillin tazobactam,Penicillins,247,88,20,355,69.58,YES
Acinetobacter baumannii,2021,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2021,Trimethoprim sulfa,Trimethoprim,203,152,0,355,57.18,YES
Acinetobacter baumannii,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2022,Meropenem,Carbapenems,242,94,1,337,71.81,YES
Acinetobacter baumannii,2022,Levofloxacin,Fluoroquinolones,228,91,18,337,67.66,YES
Acinetobacter baumannii,2022,Amikacin,Aminoglycosides,213,120,4,337,63.2,YES
Acinetobacter baumannii,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2022,Colistin,Polymyxins,8,0,329,337,2.37,YES
Acinetobacter baumannii,2022,Piperacillin tazobactam,Penicillins,249,84,4,337,73.89,YES
Acinetobacter baumannii,2022,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2022,Trimethoprim sulfa,Trimethoprim,218,119,0,337,64.69,YES
Acinetobacter baumannii,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2023,Meropenem,Carbapenems,177,61,1,239,74.06,YES
Acinetobacter baumannii,2023,Levofloxacin,Fluoroquinolones,157,62,20,239,65.69,YES
Acinetobacter baumannii,2023,Amikacin,Aminoglycosides,144,90,5,239,60.25,YES
Acinetobacter baumannii,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2023,Colistin,Polymyxins,8,0,231,239,3.35,YES
Acinetobacter baumannii,2023,Piperacillin tazobactam,Penicillins,180,56,3,239,75.31,YES
Acinetobacter baumannii,2023,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2023,Trimethoprim sulfa,Trimethoprim,151,88,0,239,63.18,YES
Acinetobacter baumannii,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Acinetobacter baumannii,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Acinetobacter baumannii,2024,Meropenem,Carbapenems,174,47,0,221,78.73,YES
Acinetobacter baumannii,2024,Levofloxacin,Fluoroquinolones,160,49,12,221,72.4,YES
Acinetobacter baumannii,2024,Amikacin,Aminoglycosides,155,64,2,221,70.14,YES
Acinetobacter baumannii,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Acinetobacter baumannii,2024,Colistin,Polymyxins,1,0,220,221,0.45,YES
Acinetobacter baumannii,2024,Piperacillin tazobactam,Penicillins,174,45,2,221,78.73,YES
Acinetobacter baumannii,2024,Tigecycline,Tetracyclines,0,0,0,0,,NO
Acinetobacter baumannii,2024,Trimethoprim sulfa,Trimethoprim,156,65,0,221,70.59,YES
Acinetobacter baumannii,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2004,Ceftriaxone,Cephalosporins,57,481,6,544,10.48,YES
Escherichia coli,2004,Meropenem,Carbapenems,0,4,0,4,,NO
Escherichia coli,2004,Levofloxacin,Fluoroquinolones,128,413,3,544,23.53,YES
Escherichia coli,2004,Amikacin,Aminoglycosides,9,497,38,544,1.65,YES
Escherichia coli,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2004,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2004,Piperacillin tazobactam,Penicillins,18,516,10,544,3.31,YES
Escherichia coli,2004,Tigecycline,Tetracyclines,0,544,0,544,0.0,YES
Escherichia coli,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2005,Ceftriaxone,Cephalosporins,48,611,7,666,7.21,YES
Escherichia coli,2005,Meropenem,Carbapenems,0,16,0,16,0.0,YES
Escherichia coli,2005,Levofloxacin,Fluoroquinolones,133,532,1,666,19.97,YES
Escherichia coli,2005,Amikacin,Aminoglycosides,7,631,28,666,1.05,YES
Escherichia coli,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2005,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2005,Piperacillin tazobactam,Penicillins,22,624,20,666,3.3,YES
Escherichia coli,2005,Tigecycline,Tetracyclines,0,666,0,666,0.0,YES
Escherichia coli,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2006,Ceftriaxone,Cephalosporins,94,758,10,862,10.9,YES
Escherichia coli,2006,Meropenem,Carbapenems,0,275,1,276,0.0,YES
Escherichia coli,2006,Levofloxacin,Fluoroquinolones,231,630,1,862,26.8,YES
Escherichia coli,2006,Amikacin,Aminoglycosides,16,806,40,862,1.86,YES
Escherichia coli,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2006,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2006,Piperacillin tazobactam,Penicillins,35,817,10,862,4.06,YES
Escherichia coli,2006,Tigecycline,Tetracyclines,0,860,2,862,0.0,YES
Escherichia coli,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2007,Ceftriaxone,Cephalosporins,152,963,10,1125,13.51,YES
Escherichia coli,2007,Meropenem,Carbapenems,4,1072,9,1085,0.37,YES
Escherichia coli,2007,Levofloxacin,Fluoroquinolones,321,794,10,1125,28.53,YES
Escherichia coli,2007,Amikacin,Aminoglycosides,37,990,98,1125,3.29,YES
Escherichia coli,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2007,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2007,Piperacillin tazobactam,Penicillins,64,1034,27,1125,5.69,YES
Escherichia coli,2007,Tigecycline,Tetracyclines,0,1125,0,1125,0.0,YES
Escherichia coli,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2008,Ceftriaxone,Cephalosporins,203,856,12,1071,18.95,YES
Escherichia coli,2008,Meropenem,Carbapenems,6,1063,2,1071,0.56,YES
Escherichia coli,2008,Levofloxacin,Fluoroquinolones,367,690,14,1071,34.27,YES
Escherichia coli,2008,Amikacin,Aminoglycosides,46,935,90,1071,4.3,YES
Escherichia coli,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2008,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2008,Piperacillin tazobactam,Penicillins,109,915,47,1071,10.18,YES
Escherichia coli,2008,Tigecycline,Tetracyclines,0,1070,1,1071,0.0,YES
Escherichia coli,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2009,Ceftriaxone,Cephalosporins,255,887,11,1153,22.12,YES
Escherichia coli,2009,Meropenem,Carbapenems,3,1147,3,1153,0.26,YES
Escherichia coli,2009,Levofloxacin,Fluoroquinolones,398,739,16,1153,34.52,YES
Escherichia coli,2009,Amikacin,Aminoglycosides,58,1004,91,1153,5.03,YES
Escherichia coli,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2009,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2009,Piperacillin tazobactam,Penicillins,122,981,50,1153,10.58,YES
Escherichia coli,2009,Tigecycline,Tetracyclines,0,1153,0,1153,0.0,YES
Escherichia coli,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2010,Ceftriaxone,Cephalosporins,168,732,2,902,18.63,YES
Escherichia coli,2010,Meropenem,Carbapenems,2,898,2,902,0.22,YES
Escherichia coli,2010,Levofloxacin,Fluoroquinolones,274,615,13,902,30.38,YES
Escherichia coli,2010,Amikacin,Aminoglycosides,38,785,79,902,4.21,YES
Escherichia coli,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2010,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2010,Piperacillin tazobactam,Penicillins,78,795,29,902,8.65,YES
Escherichia coli,2010,Tigecycline,Tetracyclines,0,902,0,902,0.0,YES
Escherichia coli,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2011,Ceftriaxone,Cephalosporins,114,587,3,704,16.19,YES
Escherichia coli,2011,Meropenem,Carbapenems,0,704,0,704,0.0,YES
Escherichia coli,2011,Levofloxacin,Fluoroquinolones,232,461,11,704,32.95,YES
Escherichia coli,2011,Amikacin,Aminoglycosides,13,631,60,704,1.85,YES
Escherichia coli,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2011,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2011,Piperacillin tazobactam,Penicillins,43,637,24,704,6.11,YES
Escherichia coli,2011,Tigecycline,Tetracyclines,0,704,0,704,0.0,YES
Escherichia coli,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2012,Ceftriaxone,Cephalosporins,119,548,2,669,17.79,YES
Escherichia coli,2012,Meropenem,Carbapenems,2,666,1,669,0.3,YES
Escherichia coli,2012,Levofloxacin,Fluoroquinolones,217,440,12,669,32.44,YES
Escherichia coli,2012,Amikacin,Aminoglycosides,10,603,56,669,1.49,YES
Escherichia coli,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2012,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2012,Piperacillin tazobactam,Penicillins,40,607,22,669,5.98,YES
Escherichia coli,2012,Tigecycline,Tetracyclines,0,668,1,669,0.0,YES
Escherichia coli,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2013,Ceftriaxone,Cephalosporins,134,680,7,821,16.32,YES
Escherichia coli,2013,Meropenem,Carbapenems,5,816,0,821,0.61,YES
Escherichia coli,2013,Levofloxacin,Fluoroquinolones,259,559,3,821,31.55,YES
Escherichia coli,2013,Amikacin,Aminoglycosides,12,739,70,821,1.46,YES
Escherichia coli,2013,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2013,Colistin,Polymyxins,0,0,0,0,,NO
Escherichia coli,2013,Piperacillin tazobactam,Penicillins,46,757,18,821,5.6,YES
Escherichia coli,2013,Tigecycline,Tetracyclines,1,820,0,821,0.12,YES
Escherichia coli,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2014,Ceftriaxone,Cephalosporins,149,619,4,772,19.3,YES
Escherichia coli,2014,Meropenem,Carbapenems,1,1086,0,1087,0.09,YES
Escherichia coli,2014,Levofloxacin,Fluoroquinolones,408,663,16,1087,37.53,YES
Escherichia coli,2014,Amikacin,Aminoglycosides,36,945,106,1087,3.31,YES
Escherichia coli,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2014,Colistin,Polymyxins,3,0,312,315,0.95,YES
Escherichia coli,2014,Piperacillin tazobactam,Penicillins,64,973,50,1087,5.89,YES
Escherichia coli,2014,Tigecycline,Tetracyclines,0,1087,0,1087,0.0,YES
Escherichia coli,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2015,Ceftriaxone,Cephalosporins,191,595,9,795,24.03,YES
Escherichia coli,2015,Meropenem,Carbapenems,4,1132,0,1136,0.35,YES
Escherichia coli,2015,Levofloxacin,Fluoroquinolones,409,703,24,1136,36.0,YES
Escherichia coli,2015,Amikacin,Aminoglycosides,25,1036,75,1136,2.2,YES
Escherichia coli,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2015,Colistin,Polymyxins,2,0,355,357,0.56,YES
Escherichia coli,2015,Piperacillin tazobactam,Penicillins,55,1052,29,1136,4.84,YES
Escherichia coli,2015,Tigecycline,Tetracyclines,0,1136,0,1136,0.0,YES
Escherichia coli,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2016,Ceftriaxone,Cephalosporins,292,856,6,1154,25.3,YES
Escherichia coli,2016,Meropenem,Carbapenems,4,1148,2,1154,0.35,YES
Escherichia coli,2016,Levofloxacin,Fluoroquinolones,415,708,31,1154,35.96,YES
Escherichia coli,2016,Amikacin,Aminoglycosides,16,1059,79,1154,1.39,YES
Escherichia coli,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2016,Colistin,Polymyxins,3,0,408,411,0.73,YES
Escherichia coli,2016,Piperacillin tazobactam,Penicillins,72,1055,27,1154,6.24,YES
Escherichia coli,2016,Tigecycline,Tetracyclines,0,1154,0,1154,0.0,YES
Escherichia coli,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2017,Ceftriaxone,Cephalosporins,245,736,5,986,24.85,YES
Escherichia coli,2017,Meropenem,Carbapenems,5,979,2,986,0.51,YES
Escherichia coli,2017,Levofloxacin,Fluoroquinolones,341,636,9,986,34.58,YES
Escherichia coli,2017,Amikacin,Aminoglycosides,13,893,80,986,1.32,YES
Escherichia coli,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2017,Colistin,Polymyxins,1,0,410,411,0.24,YES
Escherichia coli,2017,Piperacillin tazobactam,Penicillins,54,903,29,986,5.48,YES
Escherichia coli,2017,Tigecycline,Tetracyclines,0,983,3,986,0.0,YES
Escherichia coli,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Escherichia coli,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2018,Meropenem,Carbapenems,13,1224,1,1238,1.05,YES
Escherichia coli,2018,Levofloxacin,Fluoroquinolones,443,768,27,1238,35.78,YES
Escherichia coli,2018,Amikacin,Aminoglycosides,39,1072,127,1238,3.15,YES
Escherichia coli,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2018,Colistin,Polymyxins,11,0,1227,1238,0.89,YES
Escherichia coli,2018,Piperacillin tazobactam,Penicillins,67,1136,35,1238,5.41,YES
Escherichia coli,2018,Tigecycline,Tetracyclines,0,1238,0,1238,0.0,YES
Escherichia coli,2018,Trimethoprim sulfa,Trimethoprim,527,711,0,1238,42.57,YES
Escherichia coli,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2019,Meropenem,Carbapenems,13,1313,0,1326,0.98,YES
Escherichia coli,2019,Levofloxacin,Fluoroquinolones,486,801,39,1326,36.65,YES
Escherichia coli,2019,Amikacin,Aminoglycosides,53,1113,160,1326,4.0,YES
Escherichia coli,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2019,Colistin,Polymyxins,10,0,1316,1326,0.75,YES
Escherichia coli,2019,Piperacillin tazobactam,Penicillins,94,1158,74,1326,7.09,YES
Escherichia coli,2019,Tigecycline,Tetracyclines,2,1321,3,1326,0.15,YES
Escherichia coli,2019,Trimethoprim sulfa,Trimethoprim,552,774,0,1326,41.63,YES
Escherichia coli,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2020,Meropenem,Carbapenems,16,1487,3,1506,1.06,YES
Escherichia coli,2020,Levofloxacin,Fluoroquinolones,460,984,62,1506,30.54,YES
Escherichia coli,2020,Amikacin,Aminoglycosides,46,1323,137,1506,3.05,YES
Escherichia coli,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2020,Colistin,Polymyxins,6,0,1500,1506,0.4,YES
Escherichia coli,2020,Piperacillin tazobactam,Penicillins,97,1365,44,1506,6.44,YES
Escherichia coli,2020,Tigecycline,Tetracyclines,0,1505,1,1506,0.0,YES
Escherichia coli,2020,Trimethoprim sulfa,Trimethoprim,598,908,0,1506,39.71,YES
Escherichia coli,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2021,Meropenem,Carbapenems,15,1520,1,1536,0.98,YES
Escherichia coli,2021,Levofloxacin,Fluoroquinolones,459,1040,37,1536,29.88,YES
Escherichia coli,2021,Amikacin,Aminoglycosides,55,1356,125,1536,3.58,YES
Escherichia coli,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2021,Colistin,Polymyxins,10,0,1526,1536,0.65,YES
Escherichia coli,2021,Piperacillin tazobactam,Penicillins,103,1396,37,1536,6.71,YES
Escherichia coli,2021,Tigecycline,Tetracyclines,1,1534,1,1536,0.07,YES
Escherichia coli,2021,Trimethoprim sulfa,Trimethoprim,560,976,0,1536,36.46,YES
Escherichia coli,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2022,Meropenem,Carbapenems,12,1528,4,1544,0.78,YES
Escherichia coli,2022,Levofloxacin,Fluoroquinolones,459,1036,49,1544,29.73,YES
Escherichia coli,2022,Amikacin,Aminoglycosides,37,1399,108,1544,2.4,YES
Escherichia coli,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2022,Colistin,Polymyxins,6,0,1538,1544,0.39,YES
Escherichia coli,2022,Piperacillin tazobactam,Penicillins,89,1410,45,1544,5.76,YES
Escherichia coli,2022,Tigecycline,Tetracyclines,0,1543,1,1544,0.0,YES
Escherichia coli,2022,Trimethoprim sulfa,Trimethoprim,559,985,0,1544,36.2,YES
Escherichia coli,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2023,Meropenem,Carbapenems,17,1256,0,1273,1.34,YES
Escherichia coli,2023,Levofloxacin,Fluoroquinolones,409,822,42,1273,32.13,YES
Escherichia coli,2023,Amikacin,Aminoglycosides,34,1166,73,1273,2.67,YES
Escherichia coli,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2023,Colistin,Polymyxins,1,0,1272,1273,0.08,YES
Escherichia coli,2023,Piperacillin tazobactam,Penicillins,96,1149,28,1273,7.54,YES
Escherichia coli,2023,Tigecycline,Tetracyclines,0,1273,0,1273,0.0,YES
Escherichia coli,2023,Trimethoprim sulfa,Trimethoprim,504,769,0,1273,39.59,YES
Escherichia coli,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Escherichia coli,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Escherichia coli,2024,Meropenem,Carbapenems,17,1354,1,1372,1.24,YES
Escherichia coli,2024,Levofloxacin,Fluoroquinolones,444,887,41,1372,32.36,YES
Escherichia coli,2024,Amikacin,Aminoglycosides,30,1243,99,1372,2.19,YES
Escherichia coli,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Escherichia coli,2024,Colistin,Polymyxins,6,0,1366,1372,0.44,YES
