Organism,Country,Year,Total_N,MDR_Count,MDR_Rate_%,Sufficient
Acinetobacter baumannii,Romania,2009,4,2,,False
Acinetobacter baumannii,Romania,2010,4,3,,False
Acinetobacter baumannii,Romania,2011,3,3,,False
Acinetobacter baumannii,Romania,2014,4,4,,False
Acinetobacter baumannii,Romania,2015,1,1,,False
Acinetobacter baumannii,Romania,2018,7,7,,False
Acinetobacter baumannii,Romania,2019,7,6,,False
Acinetobacter baumannii,Romania,2020,11,11,100.0,True
Acinetobacter baumannii,Romania,2021,10,10,100.0,True
Acinetobacter baumannii,Romania,2022,7,7,,False
Acinetobacter baumannii,Romania,2023,6,6,,False
Acinetobacter baumannii,Romania,2024,10,9,90.0,True
Acinetobacter baumannii,Russia,2014,3,3,,False
Acinetobacter baumannii,Russia,2015,3,3,,False
Acinetobacter baumannii,Russia,2016,1,1,,False
Acinetobacter baumannii,Russia,2018,10,10,100.0,True
Acinetobacter baumannii,Russia,2019,31,29,93.55,True
Acinetobacter baumannii,Saudi Arabia,2009,11,9,81.82,True
Acinetobacter baumannii,Saudi Arabia,2011,12,11,91.67,True
Acinetobacter baumannii,Saudi Arabia,2012,1,1,,False
Acinetobacter baumannii,Saudi Arabia,2013,1,1,,False
Acinetobacter baumannii,Saudi Arabia,2015,1,1,,False
Acinetobacter baumannii,Saudi Arabia,2016,1,1,,False
Acinetobacter baumannii,Saudi Arabia,2018,1,1,,False
Acinetobacter baumannii,Saudi Arabia,2019,1,0,,False
Acinetobacter baumannii,Saudi Arabia,2021,1,1,,False
Acinetobacter baumannii,Serbia,2017,2,2,,False
Acinetobacter baumannii,Singapore,2004,4,1,,False
Acinetobacter baumannii,Singapore,2005,2,0,,False
Acinetobacter baumannii,Singapore,2006,4,3,,False
Acinetobacter baumannii,Singapore,2007,2,1,,False
Acinetobacter baumannii,Singapore,2009,1,0,,False
Acinetobacter baumannii,Singapore,2015,8,5,,False
Acinetobacter baumannii,Singapore,2018,2,1,,False
Acinetobacter baumannii,Slovak Republic,2007,4,3,,False
Acinetobacter baumannii,Slovenia,2007,3,2,,False
Acinetobacter baumannii,Slovenia,2009,2,2,,False
Acinetobacter baumannii,Slovenia,2020,2,0,,False
Acinetobacter baumannii,Slovenia,2021,5,4,,False
Acinetobacter baumannii,Slovenia,2022,3,3,,False
Acinetobacter baumannii,South Africa,2005,1,0,,False
Acinetobacter baumannii,South Africa,2006,2,0,,False
Acinetobacter baumannii,South Africa,2007,2,1,,False
Acinetobacter baumannii,South Africa,2008,1,0,,False
Acinetobacter baumannii,South Africa,2011,1,1,,False
Acinetobacter baumannii,South Africa,2018,4,3,,False
Acinetobacter baumannii,South Africa,2019,11,10,90.91,True
Acinetobacter baumannii,South Africa,2020,4,4,,False
Acinetobacter baumannii,South Africa,2021,11,10,90.91,True
Acinetobacter baumannii,South Africa,2022,5,1,,False
Acinetobacter baumannii,South Africa,2023,2,2,,False
Acinetobacter baumannii,South Africa,2024,11,10,90.91,True
Acinetobacter baumannii,Spain,2004,12,9,75.0,True
Acinetobacter baumannii,Spain,2005,2,2,,False
Acinetobacter baumannii,Spain,2007,8,6,,False
Acinetobacter baumannii,Spain,2008,19,14,73.68,True
Acinetobacter baumannii,Spain,2009,16,12,75.0,True
Acinetobacter baumannii,Spain,2010,19,13,68.42,True
Acinetobacter baumannii,Spain,2011,22,17,77.27,True
Acinetobacter baumannii,Spain,2012,11,9,81.82,True
Acinetobacter baumannii,Spain,2013,10,8,80.0,True
Acinetobacter baumannii,Spain,2014,14,10,71.43,True
Acinetobacter baumannii,Spain,2015,9,3,,False
Acinetobacter baumannii,Spain,2016,14,9,64.29,True
Acinetobacter baumannii,Spain,2017,3,1,,False
Acinetobacter baumannii,Spain,2018,2,1,,False
Acinetobacter baumannii,Spain,2019,8,7,,False
Acinetobacter baumannii,Spain,2020,6,4,,False
Acinetobacter baumannii,Spain,2021,4,1,,False
Acinetobacter baumannii,Spain,2022,6,1,,False
Acinetobacter baumannii,Spain,2023,7,5,,False
Acinetobacter baumannii,Spain,2024,4,1,,False
Acinetobacter baumannii,Sweden,2006,2,0,,False
Acinetobacter baumannii,Sweden,2007,1,0,,False
Acinetobacter baumannii,Sweden,2009,2,0,,False
Acinetobacter baumannii,Sweden,2010,4,0,,False
Acinetobacter baumannii,Sweden,2014,3,1,,False
Acinetobacter baumannii,Sweden,2019,2,0,,False
Acinetobacter baumannii,Switzerland,2004,3,0,,False
Acinetobacter baumannii,Switzerland,2006,1,0,,False
Acinetobacter baumannii,Switzerland,2010,1,0,,False
Acinetobacter baumannii,Switzerland,2012,1,1,,False
Acinetobacter baumannii,Switzerland,2013,2,1,,False
Acinetobacter baumannii,Switzerland,2017,1,0,,False
Acinetobacter baumannii,Switzerland,2023,2,1,,False
Acinetobacter baumannii,Taiwan,2006,33,13,39.39,True
Acinetobacter baumannii,Taiwan,2007,14,7,50.0,True
Acinetobacter baumannii,Taiwan,2016,3,1,,False
Acinetobacter baumannii,Taiwan,2017,1,0,,False
Acinetobacter baumannii,Taiwan,2018,1,0,,False
Acinetobacter baumannii,Taiwan,2019,1,1,,False
Acinetobacter baumannii,Taiwan,2020,11,6,54.55,True
Acinetobacter baumannii,Taiwan,2021,13,3,23.08,True
Acinetobacter baumannii,Taiwan,2022,7,2,,False
Acinetobacter baumannii,Taiwan,2023,5,5,,False
Acinetobacter baumannii,Taiwan,2024,7,4,,False
Acinetobacter baumannii,Thailand,2016,1,0,,False
Acinetobacter baumannii,Thailand,2018,6,4,,False
Acinetobacter baumannii,Thailand,2019,7,6,,False
Acinetobacter baumannii,Thailand,2020,13,10,76.92,True
Acinetobacter baumannii,Thailand,2021,6,5,,False
Acinetobacter baumannii,Thailand,2022,5,5,,False
Acinetobacter baumannii,Thailand,2023,8,6,,False
Acinetobacter baumannii,Thailand,2024,10,10,100.0,True
Acinetobacter baumannii,Tunisia,2011,1,1,,False
Acinetobacter baumannii,Tunisia,2012,1,1,,False
Acinetobacter baumannii,Turkey,2005,5,5,,False
Acinetobacter baumannii,Turkey,2006,7,7,,False
Acinetobacter baumannii,Turkey,2008,13,11,84.62,True
Acinetobacter baumannii,Turkey,2009,4,3,,False
Acinetobacter baumannii,Turkey,2014,8,8,,False
Acinetobacter baumannii,Turkey,2015,2,2,,False
Acinetobacter baumannii,Turkey,2016,2,2,,False
Acinetobacter baumannii,Turkey,2018,3,3,,False
Acinetobacter baumannii,Turkey,2019,8,8,,False
Acinetobacter baumannii,Turkey,2020,11,9,81.82,True
Acinetobacter baumannii,Turkey,2021,15,15,100.0,True
Acinetobacter baumannii,Turkey,2022,25,24,96.0,True
Acinetobacter baumannii,Turkey,2023,12,12,100.0,True
Acinetobacter baumannii,Turkey,2024,10,10,100.0,True
Acinetobacter baumannii,Uganda,2022,2,2,,False
Acinetobacter baumannii,Ukraine,2018,5,5,,False
Acinetobacter baumannii,Ukraine,2019,7,6,,False
Acinetobacter baumannii,Ukraine,2020,7,6,,False
Acinetobacter baumannii,Ukraine,2021,7,7,,False
Acinetobacter baumannii,Ukraine,2022,4,4,,False
Acinetobacter baumannii,Ukraine,2023,3,3,,False
Acinetobacter baumannii,United Kingdom,2004,3,0,,False
Acinetobacter baumannii,United Kingdom,2009,4,0,,False
Acinetobacter baumannii,United Kingdom,2014,1,0,,False
Acinetobacter baumannii,United Kingdom,2015,2,0,,False
Acinetobacter baumannii,United Kingdom,2016,1,0,,False
Acinetobacter baumannii,United Kingdom,2017,2,0,,False
Acinetobacter baumannii,United Kingdom,2018,1,1,,False
Acinetobacter baumannii,United Kingdom,2019,4,0,,False
Acinetobacter baumannii,United Kingdom,2022,3,1,,False
Acinetobacter baumannii,United Kingdom,2023,2,0,,False
Acinetobacter baumannii,United States,2004,73,29,39.73,True
Acinetobacter baumannii,United States,2005,71,27,38.03,True
Acinetobacter baumannii,United States,2006,41,24,58.54,True
Acinetobacter baumannii,United States,2007,76,39,51.32,True
Acinetobacter baumannii,United States,2008,29,13,44.83,True
Acinetobacter baumannii,United States,2009,31,20,64.52,True
Acinetobacter baumannii,United States,2010,14,8,57.14,True
Acinetobacter baumannii,United States,2011,20,6,30.0,True
Acinetobacter baumannii,United States,2012,17,7,41.18,True
Acinetobacter baumannii,United States,2013,12,8,66.67,True
Acinetobacter baumannii,United States,2014,6,4,,False
Acinetobacter baumannii,United States,2015,3,3,,False
Acinetobacter baumannii,United States,2016,7,4,,False
Acinetobacter baumannii,United States,2017,3,1,,False
Acinetobacter baumannii,United States,2018,9,5,,False
Acinetobacter baumannii,United States,2019,12,7,58.33,True
Acinetobacter baumannii,United States,2020,12,5,41.67,True
Acinetobacter baumannii,United States,2021,8,5,,False
Acinetobacter baumannii,United States,2022,14,8,57.14,True
Acinetobacter baumannii,United States,2023,6,5,,False
Acinetobacter baumannii,United States,2024,3,1,,False
Acinetobacter baumannii,Venezuela,2006,2,2,,False
Acinetobacter baumannii,Venezuela,2008,4,3,,False
Acinetobacter baumannii,Venezuela,2009,1,1,,False
Acinetobacter baumannii,Venezuela,2010,2,1,,False
Acinetobacter baumannii,Venezuela,2014,2,1,,False
Acinetobacter baumannii,Venezuela,2016,3,3,,False
Acinetobacter baumannii,Venezuela,2017,1,1,,False
Acinetobacter baumannii,Venezuela,2018,2,2,,False
Acinetobacter baumannii,Venezuela,2020,4,1,,False
Acinetobacter baumannii,Venezuela,2021,1,1,,False
Acinetobacter baumannii,Venezuela,2022,1,0,,False
Acinetobacter baumannii,Venezuela,2023,2,2,,False
Citrobacter koseri,Argentina,2014,1,1,,False
Citrobacter koseri,Argentina,2015,2,0,,False
Citrobacter koseri,Argentina,2022,2,0,,False
Citrobacter koseri,Argentina,2023,1,1,,False
Citrobacter koseri,Australia,2014,1,0,,False
Citrobacter koseri,Australia,2017,1,0,,False
Citrobacter koseri,Australia,2018,1,0,,False
Citrobacter koseri,Belgium,2014,2,0,,False
Citrobacter koseri,Belgium,2015,3,0,,False
Citrobacter koseri,Belgium,2016,2,0,,False
Citrobacter koseri,Belgium,2017,1,0,,False
Citrobacter koseri,Belgium,2018,1,0,,False
Citrobacter koseri,Belgium,2019,1,0,,False
Citrobacter koseri,Belgium,2020,2,0,,False
Citrobacter koseri,Belgium,2023,2,0,,False
Citrobacter koseri,Belgium,2024,1,0,,False
Citrobacter koseri,Brazil,2014,1,0,,False
Citrobacter koseri,Brazil,2017,1,0,,False
Citrobacter koseri,Brazil,2019,1,1,,False
Citrobacter koseri,Brazil,2020,1,0,,False
Citrobacter koseri,Brazil,2022,2,1,,False
Citrobacter koseri,Brazil,2023,7,0,,False
Citrobacter koseri,Brazil,2024,3,1,,False
Citrobacter koseri,Canada,2018,2,0,,False
Citrobacter koseri,Canada,2019,1,0,,False
Citrobacter koseri,Canada,2020,2,1,,False
Citrobacter koseri,Canada,2021,5,1,,False
Citrobacter koseri,Canada,2022,2,0,,False
Citrobacter koseri,Canada,2024,3,1,,False
Citrobacter koseri,Chile,2017,1,0,,False
Citrobacter koseri,Chile,2019,2,0,,False
Citrobacter koseri,Chile,2020,1,0,,False
Citrobacter koseri,China,2017,1,1,,False
Citrobacter koseri,China,2019,1,0,,False
Citrobacter koseri,China,2021,2,1,,False
Citrobacter koseri,China,2022,1,0,,False
Citrobacter koseri,China,2023,1,0,,False
Citrobacter koseri,China,2024,1,0,,False
Citrobacter koseri,Colombia,2018,1,1,,False
Citrobacter koseri,Colombia,2020,1,1,,False
Citrobacter koseri,Colombia,2022,2,2,,False
Citrobacter koseri,Costa Rica,2020,1,0,,False
Citrobacter koseri,Croatia,2019,1,0,,False
Citrobacter koseri,Croatia,2020,2,0,,False
Citrobacter koseri,Croatia,2021,1,0,,False
Citrobacter koseri,Croatia,2022,2,0,,False
Citrobacter koseri,Croatia,2024,2,0,,False
Citrobacter koseri,Czech Republic,2018,1,0,,False
Citrobacter koseri,Czech Republic,2020,1,0,,False
Citrobacter koseri,Czech Republic,2021,2,0,,False
Citrobacter koseri,Czech Republic,2024,1,0,,False
Citrobacter koseri,Denmark,2015,5,0,,False
Citrobacter koseri,Denmark,2016,2,0,,False
Citrobacter koseri,Denmark,2020,2,0,,False
Citrobacter koseri,Denmark,2021,1,0,,False
Citrobacter koseri,Denmark,2022,2,0,,False
Citrobacter koseri,Denmark,2023,2,1,,False
Citrobacter koseri,Denmark,2024,1,0,,False
Citrobacter koseri,France,2012,2,0,,False
Citrobacter koseri,France,2013,10,0,0.0,True
Citrobacter koseri,France,2014,5,0,,False
Citrobacter koseri,France,2015,8,0,,False
Citrobacter koseri,France,2016,12,0,0.0,True
Citrobacter koseri,France,2017,3,0,,False
Citrobacter koseri,France,2018,5,0,,False
Citrobacter koseri,France,2019,5,1,,False
Citrobacter koseri,France,2020,5,0,,False
Citrobacter koseri,France,2021,1,0,,False
Citrobacter koseri,France,2022,5,1,,False
Citrobacter koseri,France,2023,10,1,10.0,True
Citrobacter koseri,France,2024,1,0,,False
Citrobacter koseri,Germany,2012,8,0,,False
Citrobacter koseri,Germany,2013,4,0,,False
Citrobacter koseri,Germany,2015,2,0,,False
Citrobacter koseri,Germany,2016,1,0,,False
Citrobacter koseri,Germany,2018,1,0,,False
Citrobacter koseri,Germany,2020,2,1,,False
Citrobacter koseri,Germany,2021,1,0,,False
Citrobacter koseri,Germany,2023,3,1,,False
Citrobacter koseri,Germany,2024,5,0,,False
Citrobacter koseri,Greece,2016,1,0,,False
Citrobacter koseri,Greece,2017,1,0,,False
Citrobacter koseri,Greece,2022,1,0,,False
Citrobacter koseri,Greece,2023,2,0,,False
Citrobacter koseri,Hungary,2015,1,0,,False
Citrobacter koseri,Hungary,2019,1,1,,False
Citrobacter koseri,Hungary,2020,2,0,,False
Citrobacter koseri,Hungary,2021,4,0,,False
Citrobacter koseri,Hungary,2023,3,0,,False
Citrobacter koseri,Hungary,2024,2,0,,False
Citrobacter koseri,India,2018,1,1,,False
Citrobacter koseri,India,2020,4,0,,False
Citrobacter koseri,India,2021,2,0,,False
Citrobacter koseri,India,2022,1,0,,False
Citrobacter koseri,India,2023,2,1,,False
Citrobacter koseri,India,2024,1,0,,False
Citrobacter koseri,Ireland,2020,1,0,,False
Citrobacter koseri,Israel,2006,1,0,,False
Citrobacter koseri,Israel,2017,1,0,,False
Citrobacter koseri,Israel,2018,1,1,,False
Citrobacter koseri,Israel,2019,1,0,,False
Citrobacter koseri,Israel,2021,1,0,,False
Citrobacter koseri,Italy,2011,1,0,,False
Citrobacter koseri,Italy,2012,3,0,,False
Citrobacter koseri,Italy,2013,2,0,,False
Citrobacter koseri,Italy,2015,3,0,,False
Citrobacter koseri,Italy,2016,3,1,,False
Citrobacter koseri,Italy,2017,2,0,,False
Citrobacter koseri,Italy,2018,2,0,,False
Citrobacter koseri,Italy,2020,5,2,,False
Citrobacter koseri,Italy,2021,6,1,,False
Citrobacter koseri,Italy,2022,7,1,,False
Citrobacter koseri,Italy,2023,2,0,,False
Citrobacter koseri,Italy,2024,4,0,,False
Citrobacter koseri,Japan,2023,1,0,,False
Citrobacter koseri,Kuwait,2021,2,0,,False
Citrobacter koseri,Kuwait,2023,1,0,,False
Citrobacter koseri,Kuwait,2024,1,0,,False
Citrobacter koseri,Latvia,2021,1,0,,False
Citrobacter koseri,Latvia,2022,2,0,,False
Citrobacter koseri,Lithuania,2019,2,0,,False
Citrobacter koseri,Lithuania,2021,1,0,,False
Citrobacter koseri,Malaysia,2018,1,0,,False
Citrobacter koseri,Malaysia,2019,1,0,,False
Citrobacter koseri,Malaysia,2022,1,0,,False
Citrobacter koseri,Malaysia,2023,1,0,,False
Citrobacter koseri,Malaysia,2024,2,0,,False
Citrobacter koseri,Mexico,2006,1,0,,False
Citrobacter koseri,Mexico,2007,1,0,,False
Citrobacter koseri,Morocco,2020,1,0,,False
Citrobacter koseri,Netherlands,2013,3,0,,False
Citrobacter koseri,Netherlands,2015,1,0,,False
Citrobacter koseri,Netherlands,2016,3,0,,False
Citrobacter koseri,Netherlands,2018,1,0,,False
Citrobacter koseri,Netherlands,2021,1,1,,False
Citrobacter koseri,New Zealand,2020,2,0,,False
Citrobacter koseri,New Zealand,2021,1,0,,False
Citrobacter koseri,New Zealand,2022,3,0,,False
Citrobacter koseri,New Zealand,2023,1,0,,False
Citrobacter koseri,New Zealand,2024,1,0,,False
Citrobacter koseri,Nigeria,2020,1,0,,False
Citrobacter koseri,Panama,2018,1,0,,False
Citrobacter koseri,Panama,2022,1,0,,False
Citrobacter koseri,Panama,2023,1,0,,False
Citrobacter koseri,Panama,2024,1,0,,False
Citrobacter koseri,Philippines,2015,1,0,,False
Citrobacter koseri,Philippines,2016,2,2,,False
Citrobacter koseri,Philippines,2017,2,1,,False
Citrobacter koseri,Philippines,2019,1,0,,False
Citrobacter koseri,Philippines,2021,1,1,,False
Citrobacter koseri,Philippines,2024,1,1,,False
Citrobacter koseri,Poland,2018,2,1,,False
Citrobacter koseri,Poland,2022,1,0,,False
Citrobacter koseri,Portugal,2015,2,0,,False
Citrobacter koseri,Portugal,2018,2,0,,False
Citrobacter koseri,Portugal,2021,2,1,,False
Citrobacter koseri,Portugal,2022,3,0,,False
Citrobacter koseri,Portugal,2023,3,0,,False
Citrobacter koseri,Portugal,2024,2,0,,False
Citrobacter koseri,Qatar,2019,1,0,,False
Citrobacter koseri,Qatar,2022,1,0,,False
Citrobacter koseri,Qatar,2023,1,1,,False
Citrobacter koseri,Russia,2016,1,0,,False
Citrobacter koseri,Singapore,2018,2,0,,False
Citrobacter koseri,South Africa,2017,2,0,,False
Citrobacter koseri,South Africa,2018,1,0,,False
Citrobacter koseri,South Africa,2024,1,0,,False
Citrobacter koseri,Spain,2012,2,0,,False
Citrobacter koseri,Spain,2013,4,0,,False
Citrobacter koseri,Spain,2014,2,0,,False
Citrobacter koseri,Spain,2015,5,0,,False
Citrobacter koseri,Spain,2016,2,0,,False
Citrobacter koseri,Spain,2017,3,0,,False
Citrobacter koseri,Spain,2018,2,0,,False
Citrobacter koseri,Spain,2020,1,0,,False
Citrobacter koseri,Spain,2021,3,0,,False
Citrobacter koseri,Spain,2023,4,1,,False
Citrobacter koseri,Spain,2024,5,1,,False
Citrobacter koseri,Sweden,2017,3,0,,False
Citrobacter koseri,Sweden,2019,1,0,,False
Citrobacter koseri,Sweden,2020,1,0,,False
Citrobacter koseri,Sweden,2021,1,0,,False
Citrobacter koseri,Sweden,2022,1,0,,False
Citrobacter koseri,Sweden,2024,1,0,,False
Citrobacter koseri,Switzerland,2015,1,0,,False
Citrobacter koseri,Switzerland,2019,1,0,,False
Citrobacter koseri,Switzerland,2020,3,0,,False
Citrobacter koseri,Switzerland,2021,1,0,,False
Citrobacter koseri,Switzerland,2022,2,0,,False
Citrobacter koseri,Taiwan,2014,1,0,,False
Citrobacter koseri,Taiwan,2019,3,0,,False
Citrobacter koseri,Taiwan,2021,1,0,,False
Citrobacter koseri,Taiwan,2022,2,0,,False
Citrobacter koseri,Taiwan,2024,1,1,,False
Citrobacter koseri,Thailand,2018,2,0,,False
Citrobacter koseri,Thailand,2019,1,0,,False
Citrobacter koseri,Thailand,2020,2,0,,False
Citrobacter koseri,Thailand,2021,1,1,,False
Citrobacter koseri,Thailand,2022,1,0,,False
Citrobacter koseri,Thailand,2024,4,1,,False
Citrobacter koseri,Turkey,2024,1,0,,False
Citrobacter koseri,Ukraine,2024,1,0,,False
Citrobacter koseri,United Kingdom,2017,2,0,,False
Citrobacter koseri,United Kingdom,2019,2,0,,False
Citrobacter koseri,United Kingdom,2020,2,0,,False
Citrobacter koseri,United Kingdom,2021,4,0,,False
Citrobacter koseri,United Kingdom,2022,5,1,,False
Citrobacter koseri,United Kingdom,2023,4,0,,False
Citrobacter koseri,United Kingdom,2024,4,0,,False
Citrobacter koseri,United States,2011,1,0,,False
Citrobacter koseri,United States,2018,5,0,,False
Citrobacter koseri,United States,2019,5,0,,False
Citrobacter koseri,United States,2020,2,1,,False
Citrobacter koseri,United States,2021,4,0,,False
Citrobacter koseri,United States,2022,2,0,,False
Citrobacter koseri,United States,2023,2,0,,False
Citrobacter koseri,United States,2024,8,1,,False
Citrobacter koseri,Venezuela,2014,1,0,,False
Citrobacter koseri,Venezuela,2016,1,0,,False
Enterobacter cloacae,Argentina,2004,5,0,,False
Enterobacter cloacae,Argentina,2005,13,5,38.46,True
Enterobacter cloacae,Argentina,2006,9,0,,False
Enterobacter cloacae,Argentina,2007,9,5,,False
Enterobacter cloacae,Argentina,2008,20,3,15.0,True
Enterobacter cloacae,Argentina,2009,14,10,71.43,True
Enterobacter cloacae,Argentina,2010,10,4,40.0,True
Enterobacter cloacae,Argentina,2011,4,2,,False
Enterobacter cloacae,Argentina,2014,4,3,,False
Enterobacter cloacae,Argentina,2015,3,2,,False
Enterobacter cloacae,Argentina,2016,12,4,33.33,True
Enterobacter cloacae,Argentina,2017,8,5,,False
Enterobacter cloacae,Argentina,2018,5,5,,False
Enterobacter cloacae,Argentina,2019,3,2,,False
Enterobacter cloacae,Argentina,2020,3,3,,False
Enterobacter cloacae,Argentina,2021,1,0,,False
Enterobacter cloacae,Australia,2004,5,0,,False
Enterobacter cloacae,Australia,2005,3,0,,False
Enterobacter cloacae,Australia,2006,14,4,28.57,True
Enterobacter cloacae,Australia,2007,8,3,,False
Enterobacter cloacae,Australia,2008,6,1,,False
Enterobacter cloacae,Australia,2009,3,2,,False
Enterobacter cloacae,Australia,2010,9,3,,False
Enterobacter cloacae,Australia,2014,3,1,,False
Enterobacter cloacae,Australia,2015,1,0,,False
Enterobacter cloacae,Australia,2018,5,4,,False
Enterobacter cloacae,Australia,2019,1,1,,False
Enterobacter cloacae,Australia,2020,1,0,,False
Enterobacter cloacae,Australia,2022,1,0,,False
Enterobacter cloacae,Austria,2006,1,1,,False
Enterobacter cloacae,Austria,2009,1,1,,False
Enterobacter cloacae,Austria,2010,1,1,,False
Enterobacter cloacae,Austria,2011,3,2,,False
