Organism,Country,Year,Age_Category,N_Isolates,MDR_Count,XDR_Count,PDR_Count,MDR_Rate_%,XDR_Rate_%,PDR_Rate_%,Income_Group,MDR_Definition
Klebsiella pneumoniae,Venezuela,2017,Elderly,13,3,0,0,23.08,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2018,Elderly,13,9,6,0,69.23,46.15,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2018,Elderly,23,15,7,0,65.22,30.43,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2018,Elderly,34,9,0,0,26.47,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2018,Elderly,23,15,10,0,65.22,43.48,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2018,Elderly,16,11,5,0,68.75,31.25,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2018,Elderly,19,12,8,0,63.16,42.11,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2018,Elderly,15,9,7,0,60.0,46.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2018,Elderly,37,19,6,0,51.35,16.22,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2018,Elderly,14,6,2,0,42.86,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2018,Elderly,23,20,17,0,86.96,73.91,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2018,Elderly,26,17,13,0,65.38,50.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2018,Pediatric,16,15,11,0,93.75,68.75,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Morocco,2018,Pediatric,12,11,8,0,91.67,66.67,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Nigeria,2018,Pediatric,12,12,11,0,100.0,91.67,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Poland,2018,Elderly,11,11,5,0,100.0,45.45,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2018,Elderly,12,8,7,0,66.67,58.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2018,Elderly,19,12,9,0,63.16,47.37,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Russia,2018,Elderly,21,20,16,0,95.24,76.19,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Singapore,2018,Elderly,18,10,1,0,55.56,5.56,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2018,Elderly,30,13,6,0,43.33,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2018,Elderly,28,14,4,0,50.0,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2018,Elderly,68,30,11,0,44.12,16.18,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2019,Elderly,11,11,8,0,100.0,72.73,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2019,Elderly,11,1,1,0,9.09,9.09,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2019,Elderly,12,5,1,0,41.67,8.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2019,Elderly,23,18,10,0,78.26,43.48,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2019,Elderly,45,15,1,0,33.33,2.22,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Chile,2019,Elderly,14,13,11,0,92.86,78.57,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2019,Elderly,58,41,21,1,70.69,36.21,1.72,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2019,Elderly,16,10,6,0,62.5,37.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2019,Elderly,40,29,20,0,72.5,50.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2019,Elderly,15,11,3,0,73.33,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Denmark,2019,Elderly,17,2,0,0,11.76,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2019,Elderly,57,26,10,0,45.61,17.54,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2019,Elderly,15,10,1,0,66.67,6.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Greece,2019,Elderly,13,11,10,0,84.62,76.92,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Hungary,2019,Elderly,10,4,1,0,40.0,10.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2019,Elderly,25,20,16,1,80.0,64.0,4.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Israel,2019,Elderly,12,7,4,0,58.33,33.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2019,Elderly,48,37,28,1,77.08,58.33,2.08,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Japan,2019,Elderly,11,4,0,0,36.36,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Lithuania,2019,Elderly,18,12,6,0,66.67,33.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Malaysia,2019,Elderly,13,8,2,0,61.54,15.38,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2019,Pediatric,33,29,6,0,87.88,18.18,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2019,Elderly,10,9,6,0,90.0,60.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Morocco,2019,Pediatric,19,15,7,0,78.95,36.84,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Morocco,2019,Elderly,13,8,4,0,61.54,30.77,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Nigeria,2019,Pediatric,12,11,9,0,91.67,75.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Poland,2019,Elderly,15,11,4,0,73.33,26.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2019,Elderly,24,15,9,0,62.5,37.5,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2019,Elderly,18,14,7,0,77.78,38.89,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Russia,2019,Elderly,34,31,23,0,91.18,67.65,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2019,Pediatric,12,8,1,0,66.67,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2019,Elderly,22,16,10,1,72.73,45.45,4.55,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2019,Elderly,67,31,12,1,46.27,17.91,1.49,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Sweden,2019,Elderly,12,5,0,0,41.67,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Taiwan,2019,Elderly,12,7,4,0,58.33,33.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Thailand,2019,Elderly,13,8,2,0,61.54,15.38,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Ukraine,2019,Pediatric,14,14,11,1,100.0,78.57,7.14,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2019,Elderly,24,7,4,0,29.17,16.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2019,Elderly,78,19,3,0,24.36,3.85,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2020,Elderly,23,19,11,0,82.61,47.83,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2020,Elderly,17,5,2,0,29.41,11.76,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2020,Elderly,26,12,5,0,46.15,19.23,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2020,Pediatric,10,8,6,0,80.0,60.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2020,Elderly,35,28,27,1,80.0,77.14,2.86,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2020,Elderly,39,9,1,0,23.08,2.56,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2020,Elderly,12,10,4,2,83.33,33.33,16.67,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2020,Pediatric,10,7,2,0,70.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2020,Elderly,25,15,5,0,60.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2020,Elderly,29,25,16,1,86.21,55.17,3.45,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2020,Elderly,18,13,10,0,72.22,55.56,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Denmark,2020,Elderly,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2020,Elderly,41,20,10,0,48.78,24.39,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2020,Elderly,17,5,1,0,29.41,5.88,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Greece,2020,Elderly,14,9,6,0,64.29,42.86,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Hungary,2020,Elderly,16,10,5,0,62.5,31.25,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2020,Elderly,72,53,47,0,73.61,65.28,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Ireland,2020,Elderly,14,5,1,0,35.71,7.14,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Israel,2020,Elderly,13,9,3,0,69.23,23.08,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2020,Elderly,55,35,16,1,63.64,29.09,1.82,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Japan,2020,Elderly,15,3,0,0,20.0,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,"Korea, South",2020,Elderly,10,3,1,0,30.0,10.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Lithuania,2020,Elderly,14,7,2,0,50.0,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Malaysia,2020,Elderly,10,8,3,0,80.0,30.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2020,Pediatric,17,14,8,0,82.35,47.06,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2020,Elderly,14,10,7,0,71.43,50.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Morocco,2020,Pediatric,13,9,4,0,69.23,30.77,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,New Zealand,2020,Elderly,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Nigeria,2020,Pediatric,18,18,10,1,100.0,55.56,5.56,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Poland,2020,Elderly,14,12,5,0,85.71,35.71,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2020,Elderly,32,21,12,0,65.62,37.5,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2020,Elderly,21,10,7,0,47.62,33.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2020,Pediatric,13,9,2,0,69.23,15.38,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2020,Elderly,20,11,11,0,55.0,55.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2020,Elderly,74,40,14,1,54.05,18.92,1.35,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Taiwan,2020,Elderly,18,9,2,0,50.0,11.11,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Thailand,2020,Elderly,26,12,6,0,46.15,23.08,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Turkey,2020,Elderly,14,12,7,0,85.71,50.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Ukraine,2020,Pediatric,11,11,8,2,100.0,72.73,18.18,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2020,Elderly,38,15,2,0,39.47,5.26,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2020,Elderly,73,29,10,0,39.73,13.7,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Venezuela,2020,Elderly,11,8,4,2,72.73,36.36,18.18,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2021,Elderly,23,15,13,0,65.22,56.52,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2021,Elderly,10,2,0,0,20.0,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2021,Elderly,16,5,0,0,31.25,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2021,Pediatric,11,6,2,0,54.55,18.18,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2021,Elderly,24,22,15,0,91.67,62.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Cameroon,2021,Pediatric,24,23,10,0,95.83,41.67,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2021,Elderly,52,12,1,0,23.08,1.92,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2021,Pediatric,12,10,4,0,83.33,33.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2021,Elderly,25,16,8,1,64.0,32.0,4.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2021,Elderly,25,21,14,0,84.0,56.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2021,Elderly,16,14,7,0,87.5,43.75,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2021,Elderly,16,14,4,0,87.5,25.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Denmark,2021,Elderly,18,4,0,0,22.22,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2021,Elderly,50,28,11,0,56.0,22.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2021,Elderly,14,3,1,0,21.43,7.14,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Hungary,2021,Elderly,26,13,10,0,50.0,38.46,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2021,Elderly,52,45,35,2,86.54,67.31,3.85,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Israel,2021,Elderly,12,6,4,0,50.0,33.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2021,Elderly,64,45,32,2,70.31,50.0,3.12,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Ivory Coast,2021,Pediatric,22,19,9,0,86.36,40.91,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,"Korea, South",2021,Elderly,24,8,4,0,33.33,16.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Kuwait,2021,Elderly,23,18,15,0,78.26,65.22,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Latvia,2021,Elderly,10,5,1,0,50.0,10.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Lithuania,2021,Elderly,10,7,2,0,70.0,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Malaysia,2021,Elderly,12,6,0,0,50.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2021,Pediatric,22,21,21,0,95.45,95.45,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2021,Elderly,11,8,6,0,72.73,54.55,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Morocco,2021,Pediatric,11,10,8,0,90.91,72.73,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,New Zealand,2021,Elderly,12,6,1,0,50.0,8.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Nigeria,2021,Pediatric,48,47,38,0,97.92,79.17,0.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Poland,2021,Elderly,13,12,7,0,92.31,53.85,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2021,Elderly,24,14,6,0,58.33,25.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2021,Elderly,11,7,6,0,63.64,54.55,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2021,Elderly,13,10,7,0,76.92,53.85,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2021,Elderly,75,39,17,1,52.0,22.67,1.33,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Sweden,2021,Elderly,12,2,1,0,16.67,8.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Taiwan,2021,Elderly,35,18,4,0,51.43,11.43,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Thailand,2021,Elderly,21,19,10,0,90.48,47.62,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Turkey,2021,Elderly,14,11,8,0,78.57,57.14,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2021,Elderly,44,21,5,0,47.73,11.36,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2021,Pediatric,10,2,0,0,20.0,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2021,Elderly,93,36,11,0,38.71,11.83,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Venezuela,2021,Elderly,11,9,4,0,81.82,36.36,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2022,Elderly,22,17,13,2,77.27,59.09,9.09,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2022,Elderly,14,1,0,0,7.14,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2022,Elderly,15,9,3,0,60.0,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2022,Elderly,21,20,11,0,95.24,52.38,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2022,Elderly,47,11,1,0,23.4,2.13,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Chile,2022,Elderly,12,10,7,0,83.33,58.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2022,Elderly,103,45,19,3,43.69,18.45,2.91,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Colombia,2022,Elderly,12,8,4,0,66.67,33.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2022,Elderly,35,28,22,0,80.0,62.86,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2022,Elderly,15,8,4,0,53.33,26.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Denmark,2022,Elderly,17,3,0,0,17.65,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2022,Elderly,66,31,9,0,46.97,13.64,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2022,Elderly,28,6,0,0,21.43,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Hungary,2022,Elderly,14,10,6,0,71.43,42.86,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2022,Elderly,43,28,24,1,65.12,55.81,2.33,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2022,Elderly,91,55,28,0,60.44,30.77,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,"Korea, South",2022,Elderly,13,4,0,0,30.77,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Kuwait,2022,Elderly,10,9,4,0,90.0,40.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Latvia,2022,Elderly,10,5,2,0,50.0,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Lithuania,2022,Elderly,14,8,2,0,57.14,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Malawi,2022,Pediatric,10,10,6,0,100.0,60.0,0.0,Low Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Malaysia,2022,Elderly,12,6,1,0,50.0,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2022,Elderly,10,8,7,0,80.0,70.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,New Zealand,2022,Elderly,22,4,1,0,18.18,4.55,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Nigeria,2022,Pediatric,10,8,4,1,80.0,40.0,10.0,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2022,Elderly,48,24,8,0,50.0,16.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2022,Elderly,14,9,6,1,64.29,42.86,7.14,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,South Africa,2022,Elderly,14,13,11,0,92.86,78.57,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2022,Elderly,58,22,5,2,37.93,8.62,3.45,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Taiwan,2022,Elderly,36,20,7,0,55.56,19.44,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Turkey,2022,Elderly,22,18,14,0,81.82,63.64,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2022,Elderly,28,13,2,0,46.43,7.14,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2022,Elderly,70,17,6,0,24.29,8.57,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Argentina,2023,Elderly,18,14,11,1,77.78,61.11,5.56,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2023,Elderly,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2023,Elderly,12,4,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2023,Elderly,13,8,4,0,61.54,30.77,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2023,Elderly,51,13,0,0,25.49,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Chile,2023,Elderly,11,10,6,0,90.91,54.55,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,China,2023,Elderly,49,28,15,2,57.14,30.61,4.08,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Croatia,2023,Elderly,41,33,21,0,80.49,51.22,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Czech Republic,2023,Elderly,16,12,2,0,75.0,12.5,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Denmark,2023,Elderly,14,3,0,0,21.43,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,France,2023,Elderly,30,13,7,0,43.33,23.33,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Germany,2023,Elderly,44,18,1,0,40.91,2.27,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Greece,2023,Elderly,15,14,10,0,93.33,66.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Hungary,2023,Elderly,17,8,5,0,47.06,29.41,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,India,2023,Elderly,38,33,24,1,86.84,63.16,2.63,Lower Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Italy,2023,Elderly,64,41,27,0,64.06,42.19,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,"Korea, South",2023,Elderly,11,8,4,0,72.73,36.36,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Lithuania,2023,Elderly,14,7,2,0,50.0,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Mexico,2023,Elderly,10,6,2,0,60.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,New Zealand,2023,Elderly,18,6,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Poland,2023,Elderly,16,13,8,0,81.25,50.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Portugal,2023,Elderly,30,20,9,0,66.67,30.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Romania,2023,Elderly,23,19,15,1,82.61,65.22,4.35,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Spain,2023,Elderly,69,28,9,0,40.58,13.04,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Taiwan,2023,Elderly,30,22,6,0,73.33,20.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Thailand,2023,Elderly,11,8,1,0,72.73,9.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Turkey,2023,Elderly,18,17,9,0,94.44,50.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United Kingdom,2023,Elderly,35,21,5,0,60.0,14.29,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,United States,2023,Elderly,72,25,5,0,34.72,6.94,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Australia,2024,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Belgium,2024,Elderly,30,19,5,0,63.33,16.67,0.0,High Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Brazil,2024,Elderly,26,16,12,0,61.54,46.15,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Bulgaria,2024,Elderly,12,12,11,0,100.0,91.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Klebsiella pneumoniae,Canada,2024,Elderly,47,12,5,0,25.53,10.64,0.0,High Income,Magiorakos2012_R+I
